Date,Open,High,Low,Close,Adj Close,Volume
2022-05-26,0.080107,0.082951,0.071249,0.073352,0.073352,318311195
2022-05-27,0.073345,0.074196,0.068106,0.070060,0.070060,241643345
2022-05-28,0.071799,0.073157,0.069643,0.072521,0.072521,147186189
2022-05-29,0.072509,0.078642,0.070231,0.078497,0.078497,175433181
2022-05-30,0.078496,0.084930,0.077043,0.084055,0.084055,303858876
2022-05-31,0.084041,0.087776,0.079515,0.082882,0.082882,343719818
2022-06-01,0.082919,0.083688,0.072305,0.073709,0.073709,317927282
2022-06-02,0.073687,0.077432,0.072497,0.076400,0.076400,211911875
2022-06-03,0.076406,0.076975,0.070792,0.073690,0.073690,184529193
2022-06-04,0.073703,0.075892,0.071129,0.074549,0.074549,144859415
2022-06-05,0.074553,0.076307,0.072715,0.074560,0.074560,112805003
2022-06-06,0.074573,0.088749,0.074521,0.088047,0.088047,272266735
2022-06-07,0.088055,0.089986,0.077224,0.078414,0.078414,588308305
2022-06-08,0.078396,0.082003,0.074927,0.075112,0.075112,286286470
2022-06-09,0.075113,0.077996,0.074258,0.075966,0.075966,158966752
2022-06-10,0.075977,0.076253,0.068832,0.069134,0.069134,209832604
2022-06-11,0.069141,0.071155,0.061622,0.062528,0.062528,181216788
2022-06-12,0.062552,0.063780,0.056283,0.057616,0.057616,227639464
2022-06-13,0.057577,0.063745,0.050768,0.059499,0.059499,459797710
2022-06-14,0.059656,0.066295,0.055052,0.061076,0.061076,479880726
2022-06-15,0.061057,0.065329,0.053696,0.065329,0.065329,385140747
2022-06-16,0.065249,0.066204,0.054236,0.055073,0.055073,237327338
2022-06-17,0.055102,0.057763,0.054961,0.056878,0.056878,144387907
2022-06-18,0.056861,0.057758,0.049996,0.053404,0.053404,200507652
2022-06-19,0.053395,0.056701,0.050628,0.056219,0.056219,183873492
2022-06-20,0.056216,0.057840,0.052969,0.056568,0.056568,183151871
2022-06-21,0.056571,0.061055,0.055492,0.056030,0.056030,210651523
2022-06-22,0.056077,0.057253,0.053724,0.054180,0.054180,176366737
2022-06-23,0.054179,0.058184,0.054178,0.057761,0.057761,180975505
2022-06-24,0.057752,0.063149,0.057719,0.062090,0.062090,225053161
2022-06-25,0.062087,0.069622,0.058658,0.069047,0.069047,313500201
2022-06-26,0.069013,0.070121,0.060314,0.060525,0.060525,249523436
2022-06-27,0.060532,0.063787,0.059228,0.059970,0.059970,170524348
